timestamp,voltage,current,power,energy,frequency,pf,meter_id
1767205860,226.5150022767702,0.23518841924836897,45.595456450025715,3.7996213708354762,49.843917184907696,0.8323843539645274,1
1767205920,227.30836770936415,0.4518711540216701,72.46917477633555,6.039097898027962,49.85143096948022,0.7540296206252558,2
1767205980,226.21986941178503,0.442686220107965,87.07361833713934,7.2561348614282775,50.073490607794355,0.8451077177741473,3
1767206040,225.03852545774632,0.6554943857181346,122.50856841899024,10.209047368249186,50.17591039052541,0.8443685449982236,4
1767206100,226.3254673929133,0.4636373364259384,88.99352347317958,7.416126956098298,50.051818036009905,0.8242128387032883,5
1767206160,224.58672637283007,0.3753273603773027,67.43315872704008,9.419051264755483,49.93175648579411,0.8003835403200262,1
1767206160,225.08537017256782,0.7032265122968064,135.52068697533508,11.293390581277922,49.960319401515115,0.8404484096535466,6
1767206220,224.55230830943628,0.31215248866189166,55.84535451699053,10.692877441110507,49.997292930081734,0.798284580150963,2
1767206220,224.31511876243033,0.3786311559715132,66.22258713095191,5.518548927579325,50.05486523235807,0.8036258743026297,7
1767206280,226.26240977938372,0.7982760415784927,142.4506163615533,11.870884696796107,49.79538640717974,0.810700913442858,8
1767206280,227.87253982403382,0.28151841697030944,54.11755755852853,11.765931324638988,50.0109004594203,0.8415510452691223,3
1767206340,225.06130344188023,0.3682655136386913,66.16261943221546,15.722598987600474,50.05778561515432,0.7947582697155446,4
1767206340,224.9667639699541,0.9271732242720996,159.67146577987396,13.305955481656163,49.869538571810594,0.7833049495229324,9
1767206400,226.92998893897803,0.4791578032159379,83.6850656013789,14.389882422879872,50.13009256088066,0.7767810674696026,5
1767206460,227.20461935090026,0.4533215442487022,86.4458224024211,16.622869798290573,50.03740074738016,0.8118517390171701,1
1767206460,226.70435887815938,0.6502422628740373,112.08531414349483,20.633833426569158,50.01826586395603,0.7691148747400652,6
1767206520,226.12383641442784,0.5400086707308079,93.925459731124,18.51999908537084,50.026327949359974,0.7615647592564939,2
1767206520,225.8761942896357,0.7895021926191621,145.5597865811687,17.648531142676717,50.027072407514794,0.8099060334413093,7
1767206580,225.65131341767744,0.4590747563711669,84.16455130941262,18.779643933756706,49.824299005788006,0.8091461794926268,3
1767206580,225.7725751070813,0.7119014962476251,126.35750300473374,22.40067661385725,50.02854525450238,0.8028544354415161,8
1767206640,224.92330488548086,0.8302328269443178,159.29977519040955,26.580936747523623,49.99162359046176,0.8767632989472612,9
1767206640,228.05306864871795,0.5165500728314176,94.15096052073697,23.568512364328555,50.05856029361274,0.8005626297343712,4
1767206700,225.22125736333476,0.5736020159308823,96.92463726594211,22.466935528375046,50.07638582979982,0.7579138487040809,5
1767206760,225.11819082560498,0.4042366060871283,72.9545278661436,22.70241378713587,49.9960059271211,0.7811043400654637,1
1767206760,226.72427943031138,0.6253708273802074,112.57308878423048,30.014924158588364,49.96856049330328,0.7672412847217757,6
1767206820,224.66694246202127,0.4668271880624976,86.20924521580977,25.70410285335499,49.806584460808494,0.8230428053117586,2
1767206820,225.16576404093726,0.6438173212088664,105.43821075178464,26.435048705325435,49.98863744820215,0.7632079569994701,7
1767206880,227.1209270160552,0.6271033870419624,120.39085687114388,28.812215339685363,50.0772854250721,0.8305554547194043,3
1767206880,227.02588448626668,0.75815665955543,150.9887135646387,34.983069410910474,49.9478473498718,0.8609295920659064,8
1767206940,224.9921207150976,0.4193645102124293,79.80458638105611,30.218894562749895,49.90257565519737,0.8668994930164451,4
1767206940,224.4501742318835,0.7833049534349749,132.14447257648894,37.5929761288977,49.87700270265294,0.7841284027054273,9
